                            Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                           DualBound                             1081.28                                         1035.96      1035.96         1037                                            1037                 1048                 1037                                            1037           1037                 1048                                             815                                             815                                             815
                           SolverTime                              0.713                                          75.001        16.79         0.37                                         173.749                0.004                5.216                                         162.324        135.638                0.148                                         1.96408                                         46.1796                                          4.5913
                           NumberOfIterations                         66                                               4            0            0                                          368848                   14               539008                                         3613654        1717906                   14                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            1            0                                            5381                  NaN                 4250                                               0          13631                    0                                               0                                             904                                               0
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                           
                           Gap                                -0.0124356                                        0.001001        0.001            0                                               0                    0                    0                                               0              0                    0                                        0.590184                                        0.292025                                        0.590184
                           PrimalGap                           0.0298939                                               0            0 -1.24484e-10                                               0            0.0106075                    0                                               0              0            0.0106075                                        0.249759                                       0.0154291                                        0.249759
                           DualGap                            -0.0427013                                        0.001001        0.001  1.23828e-10                                               0           -0.0106075                    0                                               0              0           -0.0106075                                        0.272393                                        0.272393                                        0.272393
edgecross10-090            JulianDate                            43837.8                                         43848.8      43838.7      43840.9                                         43842.2              43835.5              43901.5                                         43850.5        43845.8                43857                                         44123.2                                         44123.2                                         44127.1
                           TerminationStatus                           0                                               0            0            0                                               0                    0                    0                                               0              0                    0                                               0                                               0                                               0
                           PrimalBound                              1629                                            1387         1387         1387                                            1387                 1387                 1387                                            1387           1387                 1387                                            1387                                            1387                                            1387
                           DualBound                                1629                                         1385.61      1385.61         1387                                            1387                 1387                 1387                                            1387           1387                 1387                                            1387                                            1387                                            1387
                           SolverTime                              0.383                                               1          0.4        0.051                                          11.533                0.003                0.189                                           9.919          0.756                0.147                                        0.283246                                         4.79627                                        0.485243
                           NumberOfIterations                         51                                               4            0            0                                            1616                    7                 2593                                           57307           5167                    7                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            1            0                                              22                  NaN                   23                                               0            161                    0                                               0                                              22                                               0
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                           
                           Gap                                         0                                        0.001001        0.001            0                                               0                    0                    0                                               0              0                    0                                               0                                               0                                               0
                           PrimalGap                            0.174477                                               0            0 -1.18666e-10                                    -1.18666e-10                    0                    0                                               0              0                    0                                               0                                               0                                               0
                           DualGap                             -0.174477                                        0.001001        0.001  1.18666e-10                                     1.18666e-10                    0                    0                                               0              0                    0                                               0                                               0                                               0
edgecross14-019            JulianDate                            43837.8                                         43848.8      43838.7      43840.9                                         43842.2              43835.5              43901.5                                         43850.5        43845.8                43857                                         44123.2                                         44123.2                                         44127.1
                           TerminationStatus                           0                                               0            0            0                                               0                    0                    0                                               0              0                    0                                               0                                               0                                               0
                           PrimalBound                                10                                               7            4            5                                               4                    5                    4                                               4              4                    5                                               4                                               4                                               4
                           DualBound                                  12                                           6.993        3.996            5                                               4                    5                    4                                               4              4                    5                                               4                                               4                                               4
                           SolverTime                               0.73                                           7.002          0.3        0.353                                           1.828                0.011                0.035                                           0.487          1.348                0.154                                        0.247135                                        0.727992                                        0.232279
                           NumberOfIterations                         55                                               4            0            0                                             180                   53                  147                                            3243           4584                   53                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            1            0                                               3                  NaN                    1                                               0             28                    0                                               0                                               0                                               0
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                           
                           Gap                                      -0.2                                        0.001001        0.001            0                                               0                    0                    0                                               0              0                    0                                               0                                               0                                               0
                           PrimalGap                                 1.5                                            0.75            0         0.25                                               0                 0.25                    0                                               0              0                 0.25                                               0                                               0                                               0
                           DualGap                                    -2                                        -0.74825        0.001        -0.25                                               0                -0.25                    0                                               0              0                -0.25                                               0                                               0                                               0
edgecross14-039            JulianDate                            43837.8                                         43848.8      43838.7      43840.9                                         43842.2              43835.5              43901.5                                         43850.5        43845.8                43857                                         44123.2                                         44123.2                                         44127.1
                           TerminationStatus                           0                                               0            0            0                                               1                    0                    0                                               0              1                    0                                               0                                               3                                               0
                           PrimalBound                               110                                             109          109          110                                             113                  123                  109                                             109            120                  123                                             122                                             128                                             109
                           DualBound                             115.203                                         108.891      108.891          110                                              41                  123                  109                                             109        88.4887                  123                                               0                                            -566                                             109
                           SolverTime                              0.742                                          95.004         3.19         2.02                                         900.106                 0.01                2.522                                         391.904            900                0.154                                         4.24348                                         8.61325                                         2.22802
                           NumberOfIterations                         54                                               4            0            0                                         1628827                   11               162647                                         3608689        6881374                   11                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            1            0                                           22045                  NaN                 1078                                             523            654                    0                                               0                                               0                                            1235
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                           
                           Gap                                -0.0473011                                        0.001001        0.001            0                                          1.7561                    0                    0                                     9.08805e-08       0.356105                    0                                             inf                                             inf                                               0
                           PrimalGap                          0.00917431                                               0            0   0.00917431                                       0.0366972              0.12844                    0                                               0       0.100917              0.12844                                        0.119266                                        0.174312                                               0
                           DualGap                            -0.0569094                                        0.001001        0.001  -0.00917431                                         1.65854             -0.12844                    0                                     9.08805e-08       0.231795             -0.12844                                             inf                                             inf                                               0
edgecross14-058            JulianDate                            43837.8                                         43848.8      43838.7      43840.9                                         43842.2              43835.5              43901.5                                         43850.5        43845.8                43857                                         44123.2                                         44123.2                                         44127.1
                           TerminationStatus                           0                                               0            0            0                                               0                    0                    0                                               0              0                    0                                               0                                               3                                               0
                           PrimalBound                               430                                             353          353          356                                             353                  391                  353                                             353            353                  391                                             353                                             393                                             353
                           DualBound                                 432                                         352.647      352.647          356                                             353                  391                  353                                             353            353                  391                                             353                                             151                                             353
                           SolverTime                              1.068                                          85.002       105.39        2.238                                         245.239                0.014                9.099                                         782.112        277.293                0.158                                          15.028                                         257.261                                         34.3015
                           NumberOfIterations                         65                                               4            0            0                                          452068                   15               539673                                         7689323        5029663                   15                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            1            0                                            5106                  NaN                 3078                                               0         112468                    0                                               0                                            2488                                               0
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                           
                           Gap                               -0.00465116                                        0.001001        0.001 -2.61208e-11                                               0                    0                    0                                               0              0                    0                                               0                                         1.60265                                               0
                           PrimalGap                             0.21813                                               0            0   0.00849858                                               0             0.107649                    0                                               0              0             0.107649                                               0                                        0.113314                                               0
                           DualGap                             -0.223796                                        0.001001        0.001  -0.00849858                                               0            -0.107649                    0                                               0              0            -0.107649                                               0                                         1.33775                                               0
edgecross14-078            JulianDate                            43837.8                                         43848.8      43838.7      43840.9                                         43842.2              43835.5              43901.5                                         43850.5        43845.8                43857                                         44123.2                                         44123.2                                         44127.1
                           TerminationStatus                           0                                               1            1            0                                               1                    0                    0                                               1              1                    0                                               0                                               3                                               0
                           PrimalBound                               853                                             725          725          759                                             725                  725                  725                                             750            734                  725                                            1340                                             786                                            1340
                           DualBound                             1182.14                                         622.291          602          759                                           564.5                  725                  725                                         475.444        471.635                  725                                             206                                        -75.5001                                             206
                           SolverTime                              1.342                                         900.003          900        1.339                                         900.039                0.016              785.172                                         900.042            900                 0.16                                         18.8809                                         264.387                                          60.127
                           NumberOfIterations                         60                                               4            0            0                                         1317380                   16              7451957                                         7358047        5695984                   16                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            2            0                                            8919                  NaN                28030                                               0          14174                    0                                               0                                            1561                                               0
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                           
                           Gap                                 -0.385861                                         0.16505     0.204319            0                                        0.284322                    0                    0                                        0.577471       0.556287                    0                                         5.50485                                             inf                                         5.50485
                           PrimalGap                                 NaN                                             NaN          NaN          NaN                                             NaN                  NaN                  NaN                                             NaN            NaN                  NaN                                             NaN                                             NaN                                             NaN
                           DualGap                                   NaN                                             NaN          NaN          NaN                                             NaN                  NaN                  NaN                                             NaN            NaN                  NaN                                             NaN                                             NaN                                             NaN
edgecross14-137            JulianDate                            43837.8                                         43848.8      43838.8      43840.9                                         43842.2              43835.5              43901.5                                         43852.9        43845.8                43857                                         44123.2                                         44123.2                                         44127.1
                           TerminationStatus                           0                                               1            1            0                                               1                    0                    1                                               1              1                    0                                               1                                               3                                               1
                           PrimalBound                              3692                                            2875         2874         2874                                            2874                 2880                 2879                                            2909           2874                 2880                                            2889                                            3347                                            2874
                           DualBound                                3936                                         2546.61      -176.25         2874                                          2370.5                 2880                 2639                                         2273.92        2550.89                 2880                                          2241.5                                            2124                                            2404
                           SolverTime                              0.709                                         901.003          900        0.823                                         900.048                0.019              900.039                                         900.083        900.001                0.163                                         900.029                                         278.548                                          900.02
                           NumberOfIterations                         50                                               4            0            0                                         1136990                   19              3732712                                         3076154       15095185                   19                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            1            0                                            5255                  NaN                 2283                                               0         291932                    0                                               0                                             651                                               0
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                           
                           Gap                                -0.0660888                                        0.128951          inf            0                                        0.212402                    0            0.0909435                                        0.279289       0.126668                    0                                         0.28887                                          0.5758                                        0.195507
                           PrimalGap                                 NaN                                             NaN          NaN          NaN                                             NaN                  NaN                  NaN                                             NaN            NaN                  NaN                                             NaN                                             NaN                                             NaN
                           DualGap                                   NaN                                             NaN          NaN          NaN                                             NaN                  NaN                  NaN                                             NaN            NaN                  NaN                                             NaN                                             NaN                                             NaN
edgecross14-156            JulianDate                            43837.8                                         43848.8      43838.8      43840.9                                         43842.2              43835.5              43901.5                                         43852.9        43845.8                43857                                         44123.3                                         44123.3                                         44127.1
                           TerminationStatus                           0                                               1            1            0                                               1                    0                    1                                               1              1                    0                                               0                                               3                                               0
                           PrimalBound                              4534                                            4311         4316         4341                                            4342                 4342                 4310                                            4589           4462                 4342                                            5458                                            4605                                            5458
                           DualBound                             4836.47                                         3822.16       1179.5         4341                                          3715.5                 4342              4174.43                                         3752.75        3542.24                 4342                                            2349                                            2239                                            2349
                           SolverTime                              0.825                                         900.004          900        0.994                                         900.164                0.057              900.053                                         900.069            900                0.165                                         5.68448                                         284.118                                         16.6845
                           NumberOfIterations                         45                                               4            0            0                                         1363612                  112              8431866                                         8473964        7486548                   19                                               0                                               0                                               0
                           NumberOfDomainViolations                    0                                               0            0            0                                               0                    0                  NaN                                             NaN              0                    0                                               0                                               0                                               0
                           NumberOfNodes                             NaN                                               0            1            0                                            6272                  NaN                27860                                               0            850                    1                                               0                                             801                                               0
                           Fail                                    False                                           False        False        False                                           False                False                False                                           False          False                False                                           False                                           False                                           False
