                       Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                      NumberOfNodes                                11                    NaN                                             NaN                      1                                               1695          434          824                                            2561                                             672                                               0                                            1501                                             930                                               0                                               0                                                NaN                                             NaN                                            1005                                             NaN
                      Fail                                      False                  False                                           False                  False                                              False        False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                              False                                           False                                           False                                           False
                      FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
                      Gap                                 0.000764526                      0                                               0               0.001001                                        7.51414e-12            0            0                                     0.000764526                                     1.31597e-11                                      1.3236e-11                                     0.000764525                                               0                                               0                                               0                                                  0                                               0                                               0                                               0
                      PrimalGap                                     0                      0                                               0                      0                                       -3.38809e-11  -6.0466e-08            0                                               0                                    -1.37606e-09                                    -1.37606e-09                                    -1.37606e-09                                               0                                               0                                               0                                       -1.38929e-07                                    -5.69581e-09                                     6.34744e-11                                               0
                      DualGap                             0.000764526                      0                                               0               0.001001                                         4.1395e-11   6.0466e-08            0                                     0.000764526                                     1.38922e-09                                      1.3893e-09                                     0.000764527                                               0                                               0                                               0                                        1.38929e-07                                     5.69581e-09                                    -6.34744e-11                                               0
clay0205m             JulianDate                              43203.7                43211.2                                         43207.7                43204.1                                            43223.9        43207      43254.5                                         43240.1                                         43212.7                                         43208.3                                         43221.7                                         43236.7                                               0                                               0                                              43203                                           43203                                         43241.6                                             NaN
                      TerminationStatus                             0                      0                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                  0                                               1                                               0                                               0
                      PrimalBound                              8092.5                 8092.5                                          8092.5                 8092.5                                             8092.5       8092.5       8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                             8092.5                                             inf                                          8092.5                                               0
                      DualBound                               8084.42                 8092.5                                          8092.5                8084.41                                             8092.5       8092.5       8092.5                                          8084.9                                            8085                                          8092.5                                            8085                                          8087.5                                          8092.5                                          8092.5                                             8092.5                                            7530                                          8092.5                                               0
                      SolverTime                                 3.13                  1.386                                           5.326                  1.195                                              84.08        3.502     0.725306                                          99.178                                           5.884                                          41.627                                         297.708                                          15.703                                         1.00376                                         19.7078                                            1.39306                                         902.543                                          71.688                                            0.82
                      NumberOfIterations                            0                 158899                                              71                      4                                                  0        27405            0                                          475295                                           53655                                               7                                          598910                                          172580                                               0                                               0                                                NaN                                             NaN                                          258393                                               0
                      NumberOfDomainViolations                      0                      0                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                NaN                                             NaN                                             NaN                                               0
                      NumberOfNodes                                51                    NaN                                             NaN                      0                                              23529         3296         3200                                           50549                                            5201                                               0                                           17201                                           14901                                               0                                               0                                                NaN                                             NaN                                          165617                                             NaN
                      Fail                                      False                  False                                           False                  False                                              False        False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                              False                                           False                                           False                                            True
                      FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Primal bound contradicts best known dual bound
                      Gap                                       0.001                      0                                               0               0.001001                                       -4.10248e-12            0            0                                     0.000939733                                     0.000927772                                     1.16997e-11                                     0.000927644                                     0.000618238                                               0                                               0                                                  0                                             inf                                               0                                               0
                      PrimalGap                                     0                      0                                               0                      0                                       -2.69966e-11 -5.55915e-08            0                                               0                                    -1.35765e-09                                    -1.35762e-09                                     -1.3576e-09                                               0                                               0                                               0                                       -1.36934e-07                                             inf                                               0                                             inf
                      DualGap                                   0.001                      0                                               0               0.001001                                        2.28941e-11  5.55915e-08            0                                     0.000939733                                     0.000927774                                     1.36932e-09                                     0.000927645                                     0.000618238                                               0                                               0                                        1.36934e-07                                       0.0747012                                               0                                             inf
clay0303m             JulianDate                              43203.7                43211.2                                         43207.7                43204.1                                            43223.9        43207      43253.8                                         43240.1                                           43235                                         43208.3                                         43221.7                                         43236.7                                               0                                               0                                              43203                                           43203                                         43241.6                                             NaN
                      TerminationStatus                             0                      0                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                  0                                               0                                               0                                               0
                      PrimalBound                             26669.1                26669.1                                         26669.1                26669.1                                            26669.1      26669.1      26669.1                                         27588.3                                         26669.1                                         26669.1                                         26669.1                                         26669.1                                         26669.1                                         26669.1                                            26669.1                                         26669.1                                         26669.1                                         26669.1
                      DualBound                               26642.5                26669.1                                         26669.1                26642.4                                            26669.1      26669.1      26669.1                                         27588.3                                         26669.1                                         26669.1                                         26669.1                                         26669.1                                         26669.1                                         26669.1                                            26669.1                                         26669.1                                         26669.1                                         26669.1
                      SolverTime                                 0.46                 14.394                                           2.048                  1.095                                              1.849        0.347     0.198253                                           0.669                                           6.482                                          23.505                                           5.372                                           2.194                                        0.094553                                        0.953381                                            1.07459                                         94.8456                                           0.876                                             0.1
                      NumberOfIterations                            0                  36083                                             102                      4                                                  0          811            0                                            3788                                            6911                                               5                                           11430                                           15044                                               0                                               0                                                NaN                                             NaN                                           13040                                               0
                      NumberOfDomainViolations                      0                      0                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                NaN                                             NaN                                             NaN                                               0
                      NumberOfNodes                                33                    NaN                                             NaN                     11                                                395           23          362                                             270                                             892                                               0                                             380                                             768                                               0                                               0                                                NaN                                             NaN                                             247                                             NaN
                      Fail                                      False                  False                                           False                  False                                              False        False        False                                            True                                           False                                           False                                           False                                           False                                           False                                           False                                              False                                           False                                           False                                           False
                      FailReason                                                                                                                                                                                                                  Dual bound contradicts best known primal bound                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
                      Gap                                       0.001                      0                                     1.46839e-07               0.001001                                                  0            0            0                                               0                                    -1.10277e-11                                    -1.10277e-11                                     -1.1024e-11                                               0                                               0                                               0                                                  0                                               0                                               0                                               0
                      PrimalGap                          -1.82907e-08           -7.25124e-10                                     9.25639e-11           -5.29798e-09                                        7.68342e-11 -2.01057e-11  1.71655e-11                                       0.0344679                                    -4.10929e-09                                    -4.10929e-09                                    -4.10929e-09                                    -2.56354e-07                                     8.97491e-11                                       9.281e-11                                       -1.85335e-08                                    -7.02597e-10                                    -2.06633e-07                                     7.89189e-11
                      DualGap                              0.00100002            7.25124e-10                                     1.46746e-07             0.00100101                                       -7.68342e-11  2.01057e-11 -1.71655e-11                                      -0.0344679                                     4.09826e-09                                     4.09826e-09                                     4.09827e-09                                     2.56354e-07                                    -8.97491e-11                                      -9.281e-11                                        1.85335e-08                                     7.02597e-10                                     2.06633e-07                                    -7.89189e-11
clay0304m             JulianDate                              43203.7                43240.6                                         43207.7                43204.1                                            43223.9        43207      43253.8                                         43240.1                                         43212.7                                         43208.3                                         43221.7                                         43236.7                                               0                                               0                                              43203                                           43203                                         43241.6                                             NaN
                      TerminationStatus                             0                      8                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                  0                                               1                                               0                                               0
                      PrimalBound                             40262.4                40262.4                                         40262.4                40262.4                                            40262.4      40262.4      40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.3                                         40262.4                                         40262.4                                            40262.4                                             inf                                         40262.4                                         40262.4
                      DualBound                               40222.2                8422.92                                         40262.4                40222.1                                            40262.4      40262.4      40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.3                                         40262.4                                         40262.4                                            40262.4                                            8065                                         40262.4                                         40262.4
                      SolverTime                                 1.53                178.275                                           3.931                  7.719                                             14.171        0.749     0.318516                                          46.695                                         225.997                                          53.446                                           58.52                                          19.776                                        0.604273                                         25.0805                                            2.46215                                         907.052                                           8.425                                             0.5
                      NumberOfIterations                            0                6159140                                             116                      4                                                  0         2650            0                                          304370                                          232368                                               8                                          116278                                          326039                                               0                                               0                                                NaN                                             NaN                                          157164                                               0
                      NumberOfDomainViolations                      0                      0                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                NaN                                             NaN                                             NaN                                               0
                      NumberOfNodes                                87                    NaN                                             NaN                     23                                               2683          239         1749                                           19939                                           23436                                               0                                            3191                                           16650                                               0                                               0                                                NaN                                             NaN                                            5374                                             NaN
                      Fail                                      False                   True                                           False                  False                                              False        False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                              False                                           False                                           False                                           False
                      FailReason                                         Termstatus is other                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
                      Gap                                       0.001                 3.7801                                      2.9165e-07               0.001001                                        5.45755e-14            0            0                                     6.60542e-11                                    -2.73103e-10                                     7.87369e-13                                     3.07936e-13                                               0                                               0                                               0                                                  0                                             inf                                               0                                               0
                      PrimalGap                           1.50885e-11             1.5101e-11                                     1.50016e-11            1.28632e-11                                        6.03294e-12 -4.57658e-09 -9.46612e-10                                     1.50413e-11                                    -3.28555e-09                                    -3.01165e-09                                    -3.01213e-09                                     -9.4319e-07                                     1.51004e-11                                     1.51011e-11                                       -1.89512e-08                                             inf                                    -7.97525e-08                                      1.5101e-11
                      DualGap                                   0.001                 3.7801                                     2.91635e-07               0.001001                                       -5.97836e-12  4.57658e-09  9.46612e-10                                     5.10129e-11                                     3.01244e-09                                     3.01244e-09                                     3.01244e-09                                      9.4319e-07                                    -1.51004e-11                                    -1.51011e-11                                        1.89512e-08                                         3.99224                                     7.97525e-08                                     -1.5101e-11
clay0305m             JulianDate                              43203.7                43211.3                                         43207.7                43204.1                                            43223.9        43207      43253.8                                         43240.1                                         43212.7                                         43208.3                                         43221.8                                         43236.7                                               0                                               0                                              43203                                           43203                                         43241.6                                             NaN
                      TerminationStatus                             0                      0                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                  7                                               0                                               0                                               0
                      PrimalBound                              8092.5                 8092.5                                          8092.5                 8092.5                                             8092.5       8092.5       8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                                inf                                          8092.5                                          8092.5                                          8092.5
                      DualBound                               8084.42                 8092.5                                          8092.5                8084.41                                             8092.5       8092.5       8092.5                                            8085                                         8089.41                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                            8092.11                                          8092.5                                         8086.18                                          8092.5
                      SolverTime                                 3.98                  2.591                                           6.726                  4.833                                             64.179         5.66     0.893082                                          76.026                                          13.423                                          44.189                                         497.936                                          21.953                                         2.23659                                         29.8914                                            2.46408                                         387.237                                          26.209                                            1.59
                      NumberOfIterations                            0                 304092                                             112                      4                                                  0        43739            0                                          357972                                           89095                                               3                                          786789                                          233054                                               0                                               0                                                NaN                                             NaN                                          376063                                               0
                      NumberOfDomainViolations                      0                      0                                               0                      0                                                  0            0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                                NaN                                             NaN                                             NaN                                               0
                      NumberOfNodes                                37                    NaN                                             NaN                      2                                              17228         5035         7961                                           34883                                            7001                                               0                                           18689                                           18966                                               0                                               0                                                NaN                                             NaN                                           10923                                             NaN
                      Fail                                      False                  False                                           False                  False                                              False        False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                               True                                           False                                           False                                           False
                      FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Termstatus is error                                                                                                                                                
                      Gap                                       0.001                      0                                               0               0.001001                                       -1.81034e-12            0            0                                     0.000927644                                     0.000382375                                     1.16651e-11                                      1.1659e-11                                               0                                               0                                               0                                                inf                                               0                                     0.000782017                                               0
                      PrimalGap                                     0                      0                                               0                      0                                       -2.65554e-11 -1.35357e-07            0                                               0                                    -1.35766e-09                                    -1.35765e-09                                    -1.35765e-09                                               0                                               0                                               0                                                inf                                    -5.35895e-09                                               0                                               0
                      DualGap                                   0.001                      0                                               0               0.001001                                        2.47451e-11  1.35357e-07            0                                     0.000927644                                     0.000382376                                     1.36932e-09                                     1.36931e-09                                               0                                               0                                               0                                        4.87805e-05                                     5.35895e-09                                     0.000782017                                               0
cvxnonsep_normcon20   JulianDate                              43203.7                43211.3                                         43207.7                43204.1                                            43223.9        43207      43253.8                                         43240.1                                           43235                                         43208.3                                         43221.8                                         43209.4                                               0                                               0                                              43203                                           43203                                         43241.6                                             NaN
