                        Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                       DualGap                                                      2.21349e-08                                     0.000798641        0.001   0.00087483                                     0.000420175                                     0.000140143                                     -4.0647e-11                                     5.19781e-06  -9.8717e-11                                     2.89971e-05                                     8.71096e-06                                     0.000964519                                     0.000645661                                    -9.87057e-11                                    -9.87127e-11         -6.43587e-11                                     8.11281e-06                                      0.00100022  1.21641e-05                                     1.64572e-07
cvxnonsep_normcon40    JulianDate                                                       43393.9                                             NaN      43359.7      43382.9                                         43362.5                                         43361.5                                         43361.1                                         43403.6      43359.2                                         43365.6                                         43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5                                         43381.9
                       TerminationStatus                                                      1                                               0            0            0                                               0                                               1                                               1                                               0            1                                               1                                               0                                               0                                               0                                               0                                               0                    0                                               0                                               0            1                                               1
                       PrimalBound                                                     -32.5884                                        -32.6297     -32.6297     -32.6297                                        -32.6297                                        -31.0011                                        -32.1941                                        -32.6298     -32.6297                                        -29.6197                                        -32.6218                                        -32.6297                                        -32.6297                                        -32.6297                                             inf             -32.6297                                        -32.6297                                        -32.6297     -32.5967                                        -32.6049
                       DualBound                                                       -33.4181                                        -32.6623     -32.6623      -32.638                                        -32.6434                                        -32.8855                                        -32.8855                                        -32.6298     -32.8855                                        -32.8855                                          -32.63                                        -32.6619                                        -32.6608                                        -32.6297                                             inf             -32.6329                                        -32.6329                                        -32.6623     -33.0011                                        -32.9283
                       SolverTime                                                       902.015                                          864.32        0.056        3.697                                           1.011                                         900.876                                         900.143                                           0.105      900.064                                         900.053                                           0.371                                         40.0318                                           0.941                                        0.564199                                        0.016633               834.63                                         807.574                                           0.393      900.001                                         900.103
                       NumberOfIterations                                                   588                                               0            4            0                                            3123                                         2270425                                         2215226                                             316      8052032                                               0                                               0                                             NaN                                           39060                                               0                                               0                    0                                             NaN                                            2793      4128897                                               0
                       NumberOfDomainViolations                                               0                                               0            0            0                                               0                                               0                                               0                                               0            0                                               0                                               0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0                                               0
                       NumberOfNodes                                                        NaN                                             NaN            0          485                                             401                                          364125                                          337581                                               4          NaN                                          148842                                             347                                             NaN                                             182                                               0                                               0                  NaN                                             NaN                                             184        43854                                           15887
                       Fail                                                               False                                           False        False        False                                           False                                           False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False                                            True                False                                           False                                           False        False                                           False
                       FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Dual bound contradicts best known primal bound                                                                                                                                                                                  
                       Gap                                                            0.0254617                                     0.000999937        0.001  0.000255425                                     0.000420175                                       0.0607874                                       0.0214786                                               0   0.00784174                                        0.110259                                     0.000249287                                     0.000986531                                     0.000954358                                               0                                               0           9.9904e-05                                     9.98861e-05                                      0.00100022    0.0124071                                      0.00992165
                       PrimalGap                                                     0.00126768                                               0   7.6357e-11  9.86985e-11                                               0                                       0.0525336                                       0.0135308                                    -5.47677e-06  9.87998e-11                                         0.10162                                     0.000240574                                    -8.42255e-10                                      9.8717e-11                                     9.74743e-11                                             inf         -1.00032e-08                                    -8.42287e-10                                     3.67279e-10   0.00101284                                     0.000761065
                       DualGap                                                        0.0241634                                     0.000999937        0.001  0.000255425                                     0.000420175                                      0.00784175                                      0.00784175                                     5.47677e-06   0.00784174                                      0.00784173                                     8.71096e-06                                     0.000986532                                     0.000954358                                    -9.74743e-11                                             inf           9.9914e-05                                      9.9887e-05                                      0.00100022    0.0113828                                      0.00915362
cvxnonsep_nsig20r      JulianDate                                                         43394                                             NaN      43359.7      43382.9                                         43362.5                                         43361.5                                         43361.1                                         43403.6      43359.2                                         43365.6                                         43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5                                         43381.9
                       TerminationStatus                                                      0                                               0            0            0                                               0                                               0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                    0                                               0                                               0            0                                               0
                       PrimalBound                                                      80.9493                                         80.9821      80.9493      80.9493                                         80.9493                                         80.9859                                         80.9493                                         80.9493      80.9493                                         80.9493                                         80.9493                                         80.9493                                         80.9569                                         80.9493                                         80.9493              80.9493                                         80.9493                                         80.9493      80.9856                                          80.949
                       DualBound                                                         80.949                                         80.9038      80.8683      80.8684                                         80.9493                                         80.9075                                         80.9493                                         80.9493      80.9493                                         80.8723                                         80.8719                                         80.8738                                         80.8979                                         80.9493                                         80.9493              80.9491                                         80.9482                                         80.8724       80.947                                          80.949
                       SolverTime                                                         3.262                                            0.08        0.273        0.171                                           0.109                                           0.406                                            0.06                                           0.155        0.123                                           0.091                                           0.024                                         25.9863                                           0.668                                        0.071592                                        0.058018                 0.35                                        0.135327                                           0.193         0.08                                        0.167965
                       NumberOfIterations                                                   195                                               0           12            0                                             139                                            2849                                              48                                             727          486                                               0                                               0                                             NaN                                            9794                                               0                                               0                    0                                             NaN                                             378          712                                               0
                       NumberOfDomainViolations                                               0                                               0            0            0                                               0                                               0                                               0                                               0            0                                               0                                               0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0                                               0
                       NumberOfNodes                                                        NaN                                             NaN            5            5                                              18                                             487                                               0                                             114          NaN                                              92                                               7                                             NaN                                              80                                               0                                               0                  NaN                                             NaN                                              20           27                                               7
                       Fail                                                               False                                           False        False        False                                           False                                           False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                False                                           False                                           False        False                                           False
                       FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
                       Gap                                                          3.42407e-06                                     0.000966944   0.00100171        0.001                                               0                                     0.000969288                                               0                                               0            0                                     0.000951564                                     0.000957185                                     0.000933291                                     0.000729529                                               0                                               0          1.63705e-06                                     1.30185e-05                                     0.000950534  0.000477921                                               0
                       PrimalGap                                                   -4.78855e-11                                     0.000404812            0 -5.86491e-11                                    -2.15783e-09                                     0.000452335                                    -2.15783e-09                                     -3.1263e-08            0                                               0                                               0                                    -2.08154e-07                                     9.38297e-05                                               0                                    -1.58243e-11         -2.14211e-07                                    -2.14211e-07                                               0  0.000449011                                    -3.58361e-06
                       DualGap                                                      3.42412e-06                                     0.000561905   0.00100171        0.001                                      2.1533e-09                                     0.000516719                                     2.14796e-09                                      3.1263e-08            0                                     0.000951564                                     0.000957185                                     0.000933499                                     0.000635639                                               0                                     1.58243e-11          1.85126e-06                                     1.32327e-05                                     0.000950534  2.88976e-05                                     3.58361e-06
cvxnonsep_nsig20       JulianDate                                                         43394                                             NaN          NaN      43382.9                                         43362.5                                         43361.5                                         43361.1                                         43403.6      43359.2                                         43365.6                                         43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5                                         43381.9
                       TerminationStatus                                                      0                                               0          NaN            0                                               0                                               0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                    0                                               0                                               0            0                                               0
                       PrimalBound                                                      80.9493                                         80.9493          NaN      80.9934                                         80.9493                                         81.0787                                         80.9493                                         80.9638      80.9493                                         80.9493                                         80.9493                                         80.9493                                         80.9999                                         80.9493                                         80.9493              80.9493                                         80.9493                                         80.9493      80.9493                                         81.2989
                       DualBound                                                        80.9492                                         80.8761          NaN      80.9125                                         80.9493                                         81.0007                                         80.9493                                         80.9638      80.9493                                         80.8686                                         80.8719                                         80.8738                                         80.9238                                         80.9493                                         80.9493              80.9417                                         80.9429                                         80.8724      80.9493                                         80.5758
                       SolverTime                                                       187.522                                            2.08          NaN        0.205                                           0.102                                          92.124                                            3.05                                         111.091        9.387                                           4.858                                           0.021                                          26.546                                           0.527                                        0.030367                                        0.471445                 3.63                                         2.48668                                           0.173       96.202                                        0.494242
                       NumberOfIterations                                                  1438                                               0          NaN            0                                             196                                          336031                                              23                                         3496751       230269                                               0                                               0                                             NaN                                           10767                                               0                                               0                    0                                             NaN                                             332      1528046                                               0
                       NumberOfDomainViolations                                               0                                               0          NaN            0                                               0                                               0                                               0                                               0            0                                               0                                               0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0                                               0
                       NumberOfNodes                                                        NaN                                             NaN          NaN           15                                              18                                           71901                                               0                                          130800          NaN                                            5230                                               7                                             NaN                                             112                                               0                                               0                  NaN                                             NaN                                              20        36299                                             229
                       Fail                                                               False                                           False         True        False                                           False                                           False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                False                                           False                                           False        False                                           False
                       FailReason                                                                                                                   No data.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
                       Gap                                                          6.27183e-07                                     0.000905362          NaN        0.001                                               0                                     0.000962482                                               0                                               0            0                                     0.000997806                                     0.000957183                                     0.000933288                                     0.000940491                                               0                                               0          9.36816e-05                                     7.83974e-05                                     0.000950534            0                                      0.00897441
                       PrimalGap                                                              0                                    -8.41267e-11          inf  0.000545051                                    -1.07477e-10                                      0.00159844                                    -1.07477e-10                                     0.000178685            0                                               0                                               0                                     -1.0101e-08                                     0.000624621                                    -2.75479e-11                                    -9.93075e-10         -1.00903e-08                                    -1.00997e-08                                    -1.01723e-10 -4.09564e-07                                       0.0043185
                       DualGap                                                      6.27185e-07                                     0.000905362          inf  0.000454702                                     1.02952e-10                                    -0.000635344                                     1.02952e-10                                    -0.000178685            0                                     0.000997806                                     0.000957183                                     0.000933298                                     0.000315673                                     2.75479e-11                                     9.93075e-10          9.36917e-05                                     7.84075e-05                                     0.000950534  4.09564e-07                                      0.00463589
cvxnonsep_nsig30r      JulianDate                                                         43394                                             NaN      43359.7      43382.9                                         43362.5                                         43361.5                                         43361.1                                         43403.6      43359.2                                         43365.6                                         43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5                                         43381.9
                       TerminationStatus                                                      0                                               0            0            0                                               0                                               1                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                    0                                               0                                               0            0                                               0
                       PrimalBound                                                      156.427                                         156.437      156.427      156.427                                         156.427                                         156.457                                          156.51                                         156.427      156.427                                         156.427                                         156.427                                         156.427                                         156.427                                         156.427                                         156.427              156.427                                         156.427                                         156.427       156.52                                         156.457
                       DualBound                                                        156.426                                         156.345       156.27       156.27                                         156.418                                         156.261                                          156.51                                         156.422      156.427                                         156.271                                         156.299                                         156.299                                         156.337                                         156.427                                         156.427              156.412                                         156.411                                         156.273      156.398                                         156.457
                       SolverTime                                                         7.085                                             0.1        0.197        0.183                                           0.474                                         900.194                                           0.084                                           0.345        0.164                                           0.527                                           0.024                                         44.1538                                           2.026                                         1.21283                                        0.308026                 0.58                                        0.141111                                           0.218        0.196                                        0.405243
                       NumberOfIterations                                                   279                                               0           11            0                                            1417                                          990324                                              67                                            1279          979                                               0                                               0                                             NaN                                           26882                                               0                                               0                    0                                             NaN                                             570          905                                               0
                       NumberOfDomainViolations                                               0                                               0            0            0                                               0                                               0                                               0                                               0            0                                               0                                               0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0                                               0
                       NumberOfNodes                                                        NaN                                             NaN            3            9                                             101                                          242184                                               0                                              96          NaN                                             747                                               3                                             NaN                                             249                                               0                                               0                  NaN                                             NaN                                              28           37                                              27
                       Fail                                                               False                                           False        False        False                                           False                                           False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                False                                           False                                           False        False                                           False
                       FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
                       Gap                                                          3.90759e-06                                     0.000591128   0.00100129        0.001                                      5.6027e-05                                      0.00125117                                    -1.79541e-11                                     2.82822e-05            0                                     0.000994505                                     0.000817097                                     0.000817088                                     0.000571452                                               0                                               0          9.64794e-05                                     0.000100251                                     0.000981339   0.00078055                                               0
                       PrimalGap                                                   -9.29912e-08                                     6.74223e-05 -9.29918e-08 -9.29868e-08                                     -9.6702e-08                                      0.00019211                                     0.000532724                                    -9.66732e-08 -9.29918e-08                                    -9.29918e-08                                    -9.29918e-08                                    -4.52868e-07                                    -9.29918e-08                                    -1.99935e-10                                    -9.32426e-08         -3.56402e-07                                    -4.61818e-07                                    -9.29918e-08  0.000595934                                     0.000194633
                       DualGap                                                      4.00058e-06                                     0.000523671   0.00100139   0.00100009                                     5.61237e-05                                      0.00105885                                    -0.000532724                                     2.83788e-05  9.29918e-08                                     0.000994598                                      0.00081719                                     0.000817541                                     0.000571545                                     1.99935e-10                                     9.32426e-08          9.68358e-05                                     0.000100713                                     0.000981432  0.000184506                                    -0.000194633
cvxnonsep_nsig30       JulianDate                                                         43394                                             NaN          NaN      43382.9                                         43362.5                                         43361.5                                         43361.1                                         43403.6      43359.2                                         43365.6                                         43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5                                         43381.9
