                            Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                           PrimalGap                                                   -1.26533e-10                                    -9.23179e-11 -4.68854e-08                                     0.000547817                                    -4.68854e-08                                    -9.23179e-11                                    -9.23509e-11                                    -9.23476e-11                                    -9.23179e-11                                    -9.23476e-11                                    -9.23179e-11  0.000547817 -4.68854e-08
                           DualGap                                                      1.26533e-10                                     9.23179e-11  4.68854e-08                                    -0.000547817                                     4.68854e-08                                     9.23179e-11                                     9.23509e-11                                     9.23476e-11                                     9.23179e-11                                     9.23476e-11                                     9.23179e-11 -0.000547817  4.68854e-08
cvxnonsep_pcon20           JulianDate                                                       43952.3                                         43955.7      43951.7                                           43952                                         43948.7                                         43949.1                                         43949.5                                         43949.9                                         43950.3                                         43950.8                                         43951.3      43968.9      43969.2
                           TerminationStatus                                                      0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalBound                                                     -21.5123                                        -21.5123     -21.5123                                        -21.5005                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5102     -21.5123     -21.5123
                           DualBound                                                       -21.5123                                        -21.5123     -21.5123                                        -21.5005                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5123                                        -21.5102     -21.5123     -21.5123
                           SolverTime                                                      0.251696                                        0.111095    0.0671068                                        0.063081                                       0.0709046                                        0.109511                                        0.106497                                       0.0572401                                        0.106007                                       0.0583775                                         1.19591    0.0631349     0.069667
                           NumberOfIterations                                                     0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfDomainViolations                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfNodes                                                          4                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                             930            0            0
                           Fail                                                               False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False        False        False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
                           Gap                                                                    0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalGap                                                   -1.32491e-10                                    -9.23458e-11 -9.23458e-11                                     0.000547817                                    -9.23458e-11                                    -9.23458e-11                                    -9.23504e-11                                    -9.42131e-11                                    -9.23458e-11                                    -9.42131e-11                                     9.80398e-05 -9.23458e-11 -9.23458e-11
                           DualGap                                                      1.32491e-10                                     9.23458e-11  9.23458e-11                                    -0.000547817                                     9.23458e-11                                     9.23458e-11                                     9.23504e-11                                     9.42131e-11                                     9.23458e-11                                     9.42131e-11                                    -9.80398e-05  9.23458e-11  9.23458e-11
cvxnonsep_pcon30r          JulianDate                                                       43952.3                                         43955.7      43951.7                                           43952                                         43948.7                                         43949.1                                         43949.5                                         43949.9                                         43950.3                                         43950.8                                         43951.3      43968.9      43969.2
                           TerminationStatus                                                      0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalBound                                                     -35.9868                                        -35.9868     -35.9868                                        -35.9638                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868     -35.9868     -35.9868
                           DualBound                                                       -35.9868                                        -35.9868     -35.9868                                        -35.9638                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868     -35.9868     -35.9868
                           SolverTime                                                       1.54139                                        0.173797     0.120023                                        0.101503                                        0.117729                                        0.177601                                        0.117058                                         0.10574                                        0.171413                                        0.103091                                        0.189924     0.116434     0.119772
                           NumberOfIterations                                                     0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfDomainViolations                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfNodes                                                         31                                               0            0                                              50                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           Fail                                                               False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False        False        False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
                           Gap                                                                    0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalGap                                                              0                                      5.4605e-11   5.4578e-11                                     0.000641919                                      5.4578e-11                                      5.4605e-11                                      6.4546e-11                                     5.46495e-11                                      5.4605e-11                                     5.46495e-11                                      5.4605e-11   5.4578e-11   5.4578e-11
                           DualGap                                                                0                                     -5.4605e-11  -5.4578e-11                                    -0.000641919                                     -5.4578e-11                                     -5.4605e-11                                     -6.4546e-11                                    -5.46495e-11                                     -5.4605e-11                                    -5.46495e-11                                     -5.4605e-11  -5.4578e-11  -5.4578e-11
cvxnonsep_pcon30           JulianDate                                                       43952.3                                         43955.7      43951.7                                           43952                                         43948.7                                         43949.1                                         43949.5                                         43949.9                                         43950.3                                         43950.8                                         43951.3      43968.9      43969.2
                           TerminationStatus                                                      0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalBound                                                     -35.9868                                        -35.9868     -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868     -35.9868     -35.9868
                           DualBound                                                       -35.9868                                        -35.9868     -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868                                        -35.9868     -35.9868     -35.9868
                           SolverTime                                                      0.467126                                        0.137579    0.0870313                                        0.070574                                       0.0881155                                        0.135283                                        0.147077                                       0.0873722                                        0.134856                                       0.0828072                                         27.0957    0.0865532    0.0877195
                           NumberOfIterations                                                     0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfDomainViolations                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfNodes                                                          6                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                           18434            0            0
                           Fail                                                               False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False        False        False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
                           Gap                                                                    0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalGap                                                     1.5635e-10                                     5.49075e-11  5.49079e-11                                     5.45806e-11                                     5.49079e-11                                     5.49075e-11                                               0                                     5.39394e-11                                     5.49075e-11                                     5.39394e-11                                     5.45806e-11  5.49079e-11  5.49079e-11
                           DualGap                                                      -1.5635e-10                                    -5.49075e-11 -5.49079e-11                                    -5.45806e-11                                    -5.49079e-11                                    -5.49075e-11                                               0                                    -5.39394e-11                                    -5.49075e-11                                    -5.39394e-11                                    -5.45806e-11 -5.49079e-11 -5.49079e-11
cvxnonsep_pcon40r          JulianDate                                                       43952.3                                         43955.7      43951.7                                           43952                                         43948.7                                         43949.1                                         43949.5                                         43949.9                                         43950.3                                         43950.8                                         43951.3      43968.9      43969.2
                           TerminationStatus                                                      0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalBound                                                     -46.5769                                        -46.5992     -46.5992                                        -46.5644                                        -46.5992                                        -46.5992                                        -46.5769                                        -46.5992                                        -46.5992                                        -46.5992                                        -46.5992     -46.5992     -46.5992
                           DualBound                                                       -46.5769                                        -46.5992     -46.5992                                        -46.5644                                        -46.5992                                        -46.5992                                        -46.5769                                        -46.5992                                        -46.5992                                        -46.5992                                        -46.5992     -46.5992     -46.5992
                           SolverTime                                                       1.90263                                         0.22105     0.163777                                        0.126407                                        0.169862                                        0.227055                                        0.157271                                          0.1291                                        0.215101                                        0.127012                                        0.231936     0.163059     0.166233
                           NumberOfIterations                                                     0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfDomainViolations                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfNodes                                                         16                                               0            0                                              66                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           Fail                                                               False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False        False        False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
                           Gap                                                                    0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalGap                                                    0.000477052                                     1.05788e-10  -3.3327e-08                                     0.000747681                                     -3.3327e-08                                     1.05788e-10                                     0.000477052                                     1.05788e-10                                     1.05788e-10                                     1.05788e-10                                     1.05788e-10  -3.3327e-08  -3.3327e-08
                           DualGap                                                     -0.000477052                                    -1.05788e-10   3.3327e-08                                    -0.000747681                                      3.3327e-08                                    -1.05788e-10                                    -0.000477052                                    -1.05788e-10                                    -1.05788e-10                                    -1.05788e-10                                    -1.05788e-10   3.3327e-08   3.3327e-08
cvxnonsep_pcon40           JulianDate                                                       43952.3                                         43955.7      43951.7                                           43952                                         43948.7                                         43949.1                                         43949.5                                         43949.9                                         43950.3                                         43950.8                                         43951.3      43968.9      43969.2
                           TerminationStatus                                                      0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalBound                                                     -46.5864                                        -46.5992     -46.5954                                        -46.5991                                        -46.5954                                        -46.5992                                        -46.5769                                        -46.5954                                        -46.5992                                        -46.5954                                        -46.5992     -46.5954     -46.5954
                           DualBound                                                       -46.5864                                        -46.5992     -46.5954                                        -46.5991                                        -46.5954                                        -46.5992                                        -46.5769                                        -46.5954                                        -46.5992                                        -46.5954                                        -46.5992     -46.5954     -46.5954
                           SolverTime                                                      0.512846                                        0.229745     0.103923                                       0.0709012                                        0.100741                                        0.207546                                        0.152634                                        0.106112                                        0.202542                                        0.109447                                         77.7464     0.101646     0.104147
                           NumberOfIterations                                                     0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfDomainViolations                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfNodes                                                          0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                           24343            0            0
                           Fail                                                               False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False        False        False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
                           Gap                                                                    0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalGap                                                    0.000274838                                    -1.08399e-10  8.08598e-05                                     1.03945e-06                                     8.08598e-05                                    -1.08399e-10                                     0.000477052                                     8.08598e-05                                    -1.08399e-10                                     8.08598e-05                                    -1.08808e-10  8.08598e-05  8.08598e-05
                           DualGap                                                     -0.000274838                                     1.08399e-10 -8.08598e-05                                    -1.03945e-06                                    -8.08598e-05                                     1.08399e-10                                    -0.000477052                                    -8.08598e-05                                     1.08399e-10                                    -8.08598e-05                                     1.08808e-10 -8.08598e-05 -8.08598e-05
cvxnonsep_psig20r          JulianDate                                                       43952.3                                         43955.7      43951.7                                           43952                                         43948.7                                         43949.1                                         43949.5                                         43949.9                                         43950.3                                         43950.8                                         43951.3      43968.9      43969.2
                           TerminationStatus                                                      0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalBound                                                      95.8985                                         95.8985      95.9607                                         95.9053                                         95.9607                                         95.8985                                         95.8985                                         95.9039                                         95.8974                                         95.8985                                         95.8985      95.9607      95.9607
                           DualBound                                                        95.8985                                         95.8985      95.9607                                         95.9053                                         95.9607                                         95.8985                                         95.8985                                         95.9039                                         95.8974                                         95.8985                                         95.8985      95.9607      95.9607
                           SolverTime                                                      0.169134                                        0.132211    0.0891105                                       0.0820815                                       0.0889836                                        0.131404                                         0.13027                                        0.117339                                        0.128456                                        0.115713                                        0.142763    0.0857382    0.0878487
                           NumberOfIterations                                                     0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfDomainViolations                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           NumberOfNodes                                                          0                                               0            0                                               5                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           Fail                                                               False                                           False        False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False        False        False
                           FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
                           Gap                                                                    0                                               0            0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0            0            0
                           PrimalGap                                                    1.21174e-05                                     1.21173e-05   0.00066028                                     8.28183e-05                                      0.00066028                                     1.21173e-05                                     1.21173e-05                                      6.8048e-05                                    -4.13274e-11                                     1.21173e-05                                     1.21173e-05   0.00066028   0.00066028
