                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                        PrimalGap                                                    -1.2537e-06                                     5.32461e-11    5.32461e-11                                     5.31679e-11           -1.2537e-06           5.32461e-11          -1.2537e-06                                     5.32461e-11                                    -3.32758e-06                                     5.31679e-11                                    -4.25603e-08                                     5.32461e-11                                    -6.46742e-08                                     5.29346e-11                                     5.29346e-11
                        DualGap                                                       1.2537e-06                                    -5.32461e-11   -5.32461e-11                                    -5.31679e-11            1.2537e-06          -5.32461e-11           1.2537e-06                                    -5.32461e-11                                     3.32758e-06                                    -5.31679e-11                                     4.25603e-08                                    -5.32461e-11                                     6.46742e-08                                    -5.29346e-11                                    -5.29346e-11
flay02m                 JulianDate                                                       43261.7                                         43261.9        43261.8                                           43262               43262.1               43262.4              43262.7                                         43263.2                                         43262.8                                         43263.3                                         43265.8                                         43268.5                                         43267.8                                           43263                                         43263.1
                        TerminationStatus                                                      0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                                                       37.947                                         37.9473        37.9472                                         37.9473                37.947               37.9472               37.947                                         37.9473                                         37.9472                                         37.9473                                         37.9473                                         37.9473                                         37.9473                                         37.9473                                         37.9473
                        DualBound                                                         37.947                                         37.9473        37.9472                                         37.9473                37.947               37.9472               37.947                                         37.9473                                         37.9472                                         37.9473                                         37.9473                                         37.9473                                         37.9473                                         37.9473                                         37.9473
                        SolverTime                                                     0.0978315                                       0.0704008      0.0515599                                       0.0877219              0.066673             0.0533511            0.0539875                                       0.0701394                                       0.0471665                                       0.0557829                                       0.0919323                                        0.073985                                        0.117991                                        0.115078                                       0.0937531
                        NumberOfIterations                                                     0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfDomainViolations                                               0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                                          1                                               0              7                                              15                     1                     7                    1                                              14                                               2                                              15                                               2                                               0                                               0                                               0                                               0
                        Fail                                                               False                                           False          False                                           False                 False                 False                False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
                        Gap                                                                    0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalGap                                                   -7.76942e-06                                               0   -3.33271e-06                                     5.32461e-11          -7.76942e-06          -3.33271e-06         -7.76942e-06                                    -1.84781e-07                                    -3.49168e-06                                     5.32461e-11                                    -1.22292e-08                                      5.1222e-11                                    -3.47859e-08                                    -4.49445e-11                                    -4.49445e-11
                        DualGap                                                      7.76942e-06                                               0    3.33271e-06                                    -5.32461e-11           7.76942e-06           3.33271e-06          7.76942e-06                                     1.84781e-07                                     3.49168e-06                                    -5.32461e-11                                     1.22292e-08                                     -5.1222e-11                                     3.47859e-08                                     4.49445e-11                                     4.49445e-11
flay03h                 JulianDate                                                       43261.7                                         43261.9        43261.8                                           43262               43262.1               43262.4              43262.7                                         43263.2                                         43262.8                                         43263.3                                         43265.8                                         43268.5                                         43267.8                                           43263                                         43263.1
                        TerminationStatus                                                      0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                                                      48.9893                                         48.9898        48.9896                                         48.9896               48.9893               48.9896              48.9893                                         48.9897                                         48.9897                                         48.9896                                         48.9898                                         48.9898                                         48.9898                                         48.9898                                         48.9898
                        DualBound                                                        48.9893                                         48.9898        48.9896                                         48.9896               48.9893               48.9896              48.9893                                         48.9897                                         48.9897                                         48.9896                                         48.9898                                         48.9898                                         48.9898                                         48.9898                                         48.9898
                        SolverTime                                                      0.196585                                         0.33194       0.123571                                        0.366291              0.241796              0.168651             0.190379                                        0.416072                                        0.120006                                        0.334452                                        0.170159                                         0.51215                                        0.452097                                        0.417325                                        0.571889
                        NumberOfIterations                                                     0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfDomainViolations                                               0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                                         56                                               0            164                                             569                    56                   164                   94                                             262                                              65                                             372                                              52                                               0                                               0                                               0                                               0
                        Fail                                                               False                                           False          False                                           False                 False                 False                False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
                        Gap                                                                    0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalGap                                                   -9.39417e-06                                    -8.84958e-11   -3.15537e-06                                     -4.4881e-06          -9.39417e-06          -3.15537e-06         -9.39417e-06                                    -1.66959e-06                                    -2.21234e-06                                     -4.4881e-06                                    -3.55637e-08                                    -1.74516e-08                                    -1.74516e-08                                    -1.05471e-10                                    -1.21188e-10
                        DualGap                                                      9.39417e-06                                     8.84958e-11    3.15537e-06                                      4.4881e-06           9.39417e-06           3.15537e-06          9.39417e-06                                     1.66959e-06                                     2.21234e-06                                      4.4881e-06                                     3.55637e-08                                     1.74516e-08                                     1.74516e-08                                     1.05471e-10                                     1.21188e-10
flay03m                 JulianDate                                                       43261.7                                         43261.9        43261.8                                           43262               43262.1               43262.4              43262.7                                         43263.2                                         43262.8                                         43263.3                                         43265.8                                         43268.5                                         43267.8                                           43263                                         43263.1
                        TerminationStatus                                                      0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                                                       48.989                                         48.9895        48.9893                                         48.9892                48.989               48.9893              48.9893                                          48.989                                         48.9893                                         48.9895                                         48.9898                                         48.9898                                         48.9898                                         48.9898                                         48.9898
                        DualBound                                                         48.989                                         48.9895        48.9893                                         48.9892                48.989               48.9893              48.9893                                          48.989                                         48.9893                                         48.9895                                         48.9898                                         48.9898                                         48.9898                                         48.9898                                         48.9898
                        SolverTime                                                      0.104778                                         0.23243       0.104815                                        0.191216             0.0874818               0.10126            0.0721664                                        0.165747                                        0.081169                                        0.157409                                        0.221454                                        0.394613                                        0.257022                                        0.264344                                        0.254492
                        NumberOfIterations                                                     0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfDomainViolations                                               0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                                         59                                               0             94                                             203                    59                    94                   74                                             467                                              44                                             284                                              63                                               0                                               0                                             271                                              83
                        Fail                                                               False                                           False          False                                           False                 False                 False                False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
                        Gap                                                                    0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalGap                                                   -1.60449e-05                                    -6.56551e-06   -1.00486e-05                                    -1.29588e-05          -1.60449e-05          -1.00486e-05         -1.06173e-05                                    -1.57735e-05                                    -1.00486e-05                                     -7.0232e-06                                    -3.55637e-08                                    -8.85613e-11                                    -1.88818e-08                                    -8.85251e-11                                    -9.05649e-11
                        DualGap                                                      1.60449e-05                                     6.56551e-06    1.00486e-05                                     1.29588e-05           1.60449e-05           1.00486e-05          1.06173e-05                                     1.57735e-05                                     1.00486e-05                                      7.0232e-06                                     3.55637e-08                                     8.85613e-11                                     1.88818e-08                                     8.85251e-11                                     9.05649e-11
flay04h                 JulianDate                                                       43261.7                                         43261.9        43261.8                                           43262               43262.1               43262.4              43262.7                                         43263.2                                         43262.8                                         43263.3                                         43265.8                                         43268.5                                         43267.8                                           43263                                         43263.1
                        TerminationStatus                                                      0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                                                      54.4059                                         54.4059        54.4059                                         54.4167               54.4059               54.4059              54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4167                                         54.4167                                         54.4059                                         54.4059
                        DualBound                                                        54.4059                                         54.4059        54.4059                                         54.4167               54.4059               54.4059              54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4167                                         54.4167                                         54.4059                                         54.4059
                        SolverTime                                                      0.807401                                         2.84145       0.629534                                         1.34004              0.622351              0.603449              1.16382                                         4.30024                                        0.978613                                         2.93569                                        0.647552                                         3.47183                                         6.33146                                         4.93829                                         7.88516
                        NumberOfIterations                                                     0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfDomainViolations                                               0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                                       1782                                           10657           1881                                            5425                   777                  1881                  879                                            4312                                             501                                            4397                                            1895                                            9176                                           22851                                           27942                                           44150
                        Fail                                                               False                                           False          False                                           False                 False                 False                False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
                        Gap                                                                    0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalGap                                                   -9.30458e-11                                    -9.29719e-11   -9.29737e-11                                     0.000198225          -8.75369e-08          -9.29737e-11         -5.35447e-08                                    -9.29605e-11                                    -1.36676e-10                                    -9.29722e-11                                    -1.01482e-10                                     0.000198192                                     0.000198218                                     -9.3068e-11                                    -1.60066e-10
                        DualGap                                                      9.30458e-11                                     9.29719e-11    9.29737e-11                                    -0.000198225           8.75369e-08           9.29737e-11          5.35447e-08                                     9.29605e-11                                     1.36676e-10                                     9.29722e-11                                     1.01482e-10                                    -0.000198192                                    -0.000198218                                      9.3068e-11                                     1.60066e-10
flay04m                 JulianDate                                                       43261.7                                         43261.9        43261.8                                           43262               43262.1               43262.4              43262.7                                         43263.2                                         43262.8                                         43263.3                                         43265.8                                         43268.5                                         43267.8                                           43263                                         43263.1
                        TerminationStatus                                                      0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                                                      54.4058                                         54.4059        54.4059                                         54.4059               54.4058               54.4059              54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059
                        DualBound                                                        54.4058                                         54.4059        54.4059                                         54.4059               54.4058               54.4059              54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059                                         54.4059
                        SolverTime                                                      0.357909                                        0.607714       0.469758                                        0.559895              0.358077              0.427591             0.451221                                         1.01495                                        0.613084                                         2.00338                                         0.49958                                         1.18257                                        0.737169                                         1.77162                                         2.19511
                        NumberOfIterations                                                     0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfDomainViolations                                               0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                                       1514                                            2044           1892                                            2311                  1514                  1892                 1208                                            8564                                             789                                            8526                                            1861                                           15150                                            3492                                           27769                                           36452
                        Fail                                                               False                                           False          False                                           False                 False                 False                False                                           False                                           False                                           False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
                        Gap                                                                    0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
                        PrimalGap                                                   -1.03578e-06                                     9.08315e-11   -6.96185e-08                                     9.08305e-11          -1.03578e-06          -6.96185e-08         -4.65058e-07                                     9.08187e-11                                    -5.27414e-07                                     9.01193e-11                                     2.50122e-11                                     7.31882e-11                                    -3.77091e-08                                    -4.60993e-11                                               0
                        DualGap                                                      1.03578e-06                                    -9.08315e-11    6.96185e-08                                    -9.08305e-11           1.03578e-06           6.96185e-08          4.65058e-07                                    -9.08187e-11                                     5.27414e-07                                    -9.01193e-11                                    -2.50122e-11                                    -7.31882e-11                                     3.77091e-08                                     4.60993e-11                                               0
flay05h                 JulianDate                                                       43261.7                                         43261.9        43261.8                                           43262               43262.1               43262.4              43262.7                                         43263.2                                         43262.8                                         43263.4                                         43265.8                                         43268.5                                         43267.8                                           43263                                         43263.1
                        TerminationStatus                                                      0                                               0              0                                               0                     0                     0                    0                                               0                                               0                                               0                                               0                                               0                                               0                                               0                                               0
